,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
379,half-true,Facebook posts,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",a text post,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
380,half-true,Viral image,Gas prices during the Obama-Biden administration were $5.49 a gallon.,a post on Facebook,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
381,FALSE,Facebook posts,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,a Facebook post,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
382,fire,Tweets,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,a screenshot,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
383,fire,Viral image,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,a Facebook post,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
384,fire,Facebook posts,An episode of “The Simpsons” showed Donald Trump in a coffin.,a Facebook post,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
385,half-true,Joe Biden,Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,a speech,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
386,mostly-true,Joe Biden,"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",a speech,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
387,half-true,Donald Trump,"Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
388,mostly-true,Joe Biden,“There's 100 million people that have preexisting conditions.”,in comments during the first presidential debate,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
389,fire,Donald Trump,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",a tweet from @TrumpWarRoom,"['Facebook Fact-checks', 'Coronavirus', 'DeAnna Lorraine']",0,0,0,1,1,0
390,FALSE,Brit Hume,“I don’t think there’s any doubt (Joe) Biden’s senile.”,a Fox News interview,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
391,FALSE,Donald Trump,Poll watchers in Philadelphia “were thrown out.”,a presidential debate,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
392,half-true,Joe Biden,“Suburbs are by and large integrated.”,the first presidential debate,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
393,FALSE,Donald Trump,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",the first presidential debate,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
394,mostly-true,Donald Trump,"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",an executive order,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
395,mostly-false,Facebook posts,"“9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",a Facebook post,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
396,fire,Facebook posts,“A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”,Facebook post,"['Debates', 'Health Care', 'PunditFact', 'Brit  Hume']",0,0,0,1,3,0
397,mostly-false,Hugh Hewitt,"President Donald Trump’s tax returns show “what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.”",a radio show,"['Pundits', 'Taxes', 'PunditFact', 'Hugh Hewitt']",0,0,1,2,2,0
398,FALSE,Donald Trump,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",the first presidential debate,"['Pundits', 'Taxes', 'PunditFact', 'Hugh Hewitt']",0,0,1,2,2,0
399,FALSE,Donald Trump,"Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",the first 2020 presidential debate,"['Pundits', 'Taxes', 'PunditFact', 'Hugh Hewitt']",0,0,1,2,2,0
400,FALSE,Facebook posts,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",a Facebook post,"['Pundits', 'Taxes', 'PunditFact', 'Hugh Hewitt']",0,0,1,2,2,0
401,half-true,Debbie Mucarsel-Powell,"Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",a campaign website,"['Congress', 'County Government', 'Florida', 'Debbie Mucarsel-Powell']",0,0,2,0,0,0
402,mostly-false,Peggy Hubbard,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”,a Facebook post,"['Race and Ethnicity', 'Facebook Fact-checks', 'Illinois', 'Peggy Hubbard']",0,0,0,2,0,0
403,mostly-false,Viral image,Photo shows “all the men who have killed police officers this year (2020).”,a Facebook post,"['Race and Ethnicity', 'Facebook Fact-checks', 'Illinois', 'Peggy Hubbard']",0,0,0,2,0,0
404,fire,Facebook posts,Says Joe Biden was “wearing a wire” during the first presidential debate.,a video,"['Race and Ethnicity', 'Facebook Fact-checks', 'Illinois', 'Peggy Hubbard']",0,0,0,2,0,0
405,mostly-false,Joe Biden,“We have a higher deficit with China now than we did before.”,the first presidential debate,"['Race and Ethnicity', 'Facebook Fact-checks', 'Illinois', 'Peggy Hubbard']",0,0,0,2,0,0
406,FALSE,Donald Trump,"""You said you went to Delaware State but you forgot the name of your college.""",First presidential debate,"['Race and Ethnicity', 'Facebook Fact-checks', 'Illinois', 'Peggy Hubbard']",0,0,0,2,0,0
407,fire,Todd Starnes,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”,a tweet,"['National', 'Debates', 'Facebook Fact-checks', 'PunditFact', 'Todd Starnes']",0,0,0,1,2,1
408,fire,Facebook posts,Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.,a Facebook post,"['National', 'Debates', 'Facebook Fact-checks', 'PunditFact', 'Todd Starnes']",0,0,0,1,2,1
409,mostly-false,Kelley Dragoo,"Ranked-choice voting “increases voter turnout and voter engagement.""",a YouTube video,"['Elections', 'Missouri', 'Kelley Dragoo']",0,0,0,1,0,0
410,FALSE,Anthony Rogers,"""Cori Bush is a career criminal and a con artist.”",a Facebook post,"['Candidate Biography', 'Missouri', 'Anthony Rogers']",0,0,0,0,1,0
411,fire,Viral image,A photo shows Dwayne “The Rock” Johnson on Epstein Island.,a Facebook post,"['Candidate Biography', 'Missouri', 'Anthony Rogers']",0,0,0,0,1,0
412,fire,MacIver Institute,“Bad math (is) driving Wisconsin’s exploding positive test rate.”,an online article,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'MacIver Institute']",1,1,0,1,0,2
413,FALSE,Facebook posts,“Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”,a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'MacIver Institute']",1,1,0,1,0,2
414,FALSE,Facebook posts,Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'MacIver Institute']",1,1,0,1,0,2
415,half-true,Joe Biden,"The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750.",a campaign ad,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'MacIver Institute']",1,1,0,1,0,2
416,FALSE,Molly Gray,"""I proudly voted for Hillary Clinton.""",a candidate debate,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
417,FALSE,Facebook posts,"Says over 1,000 mail in ballots were found in a dumpster in California.",a Facebook post,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
418,FALSE,Facebook posts,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,a post,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
419,FALSE,Viral image,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,a Facebook post,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
420,mostly-true,Viral image,"In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.",a Facebook post,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
421,half-true,Thom Tillis,"Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",a debate,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
422,FALSE,Donald Trump,"Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",Speech,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
423,mostly-true,Joe Biden,"Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”",a speech,"['Vermont', 'Molly Gray']",0,0,0,0,1,0
424,FALSE,Fred Upton,Says House candidate Jon Hoadley voted to defund the police,a campaign ad,"['Elections', 'Michigan', 'Fred Upton']",0,0,0,0,2,0
425,half-true,Instagram posts,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,an Instagram post,"['Elections', 'Michigan', 'Fred Upton']",0,0,0,0,2,0
426,mostly-false,Republican Party of Wisconsin,"""At the Democratic convention, the Pledge of Allegiance was read with the words 'under God' removed.""",Campaign mailer,"['National', 'Elections', 'Patriotism', 'Wisconsin', 'Republican Party of Wisconsin']",0,4,5,8,4,0
427,FALSE,Richard Durbin,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",a radio interview,"['Economy', 'Illinois', 'Coronavirus', 'Richard Durbin']",3,3,3,0,4,1
428,FALSE,Instagram posts,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",an Instagram post,"['Economy', 'Illinois', 'Coronavirus', 'Richard Durbin']",3,3,3,0,4,1
429,FALSE,Facebook posts,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,a Facebook post,"['Economy', 'Illinois', 'Coronavirus', 'Richard Durbin']",3,3,3,0,4,1
430,half-true,Facebook posts,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",a Facebook post,"['Economy', 'Illinois', 'Coronavirus', 'Richard Durbin']",3,3,3,0,4,1
431,FALSE,Dinesh D'Souza,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,an Instagram post,"['Pundits', 'Facebook Fact-checks', 'California', 'PunditFact', ""Dinesh D'Souza""]",0,0,0,1,1,1
432,FALSE,Viral image,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",a post on Facebook,"['Pundits', 'Facebook Fact-checks', 'California', 'PunditFact', ""Dinesh D'Souza""]",0,0,0,1,1,1
433,FALSE,Facebook posts,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",a Facebook post,"['Pundits', 'Facebook Fact-checks', 'California', 'PunditFact', ""Dinesh D'Souza""]",0,0,0,1,1,1
434,FALSE,No on Prop 15,“Prop 15 will impose massive property tax increases on Solar in California.”,a campaign ad,"['Environment', 'Corporations', 'Elections', 'Energy', 'Taxes', 'California', 'No on Prop 15']",0,0,0,0,1,0
435,mostly-true,Michigan Democratic Party,“James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee,an email,"['Congress', 'Supreme Court', 'Michigan', 'Michigan Democratic Party']",0,1,0,0,0,0
436,FALSE,Facebook posts,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,a Facebook post,"['Congress', 'Supreme Court', 'Michigan', 'Michigan Democratic Party']",0,1,0,0,0,0
437,FALSE,Susan Collins,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",an ad,"['City Budget', 'Criminal Justice', 'Susan Collins']",1,0,1,0,1,0
438,FALSE,Bloggers,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",a Facebook post,"['City Budget', 'Criminal Justice', 'Susan Collins']",1,0,1,0,1,0
439,TRUE,Michael Burgess,“In the last 10 years less than half of adults in the U.S. received a flu shot.”,a tweet,"['Health Care', 'Texas', 'Michael Burgess']",1,0,1,1,1,0
440,FALSE,Facebook posts,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",a post on Facebook,"['Health Care', 'Texas', 'Michael Burgess']",1,0,1,1,1,0
441,TRUE,Chris Larson,“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,a tweet,"['Public Health', 'Wisconsin', 'Coronavirus', 'Chris Larson']",2,1,0,6,7,1
442,FALSE,Donald Trump,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",a speech,"['Public Health', 'Wisconsin', 'Coronavirus', 'Chris Larson']",2,1,0,6,7,1
